BaseVehicleID,YearID,MakeID,ModelID
180,2002,3,26
181,2003,3,21
182,2003,3,26
183,1990,3,20
184,1991,3,20
185,1992,3,20
186,1993,3,20
187,1994,3,20
188,2000,3,23
189,2001,3,23
190,2002,3,23
191,2001,3,24
192,2003,3,23
193,2002,3,24
194,1999,3,25
195,2003,3,24
196,2000,3,25
197,2001,3,25
198,2002,3,28
199,2003,3,25
200,2003,3,28
201,1975,4,29
202,1975,5,30
203,1976,5,30
204,1977,5,30
205,1978,5,30
206,1979,5,30
207,1980,5,30
208,1981,5,30
209,1982,5,30
210,1983,5,30
211,1984,5,30
212,1985,5,30
213,1987,5,30
214,1988,5,30
215,1989,5,30
216,1990,5,30
217,1991,5,30
218,1975,6,31
219,1975,7,32
220,1976,7,32
221,1977,7,32
222,1978,7,32
223,1979,7,32
224,1980,7,32
225,1981,7,32
226,1975,7,33
227,1976,7,33
228,1977,7,33
229,1978,7,33
230,1979,7,33
231,1975,7,34
232,1976,7,34
233,1977,7,34
234,1978,7,34
236,1979,7,35
237,1980,7,35
238,1981,7,35
240,1979,7,37
241,1980,7,37
242,1981,7,37
243,1982,7,37
244,1975,7,38
245,1976,7,38
246,1977,7,38
247,1978,7,38
248,1979,7,38
249,1980,7,38
250,1981,7,38
251,1982,7,38
252,1983,7,38
253,1976,8,39
254,1977,8,39
255,1978,8,39
256,1979,8,39
257,1981,8,39
261,1979,8,42
262,1981,8,42
263,1982,8,42
264,1975,9,43
265,1976,9,43
266,1975,9,44
267,1976,9,44
268,1980,10,45
269,1993,11,46
270,1994,11,47
271,1995,11,47
272,1997,11,47
273,1994,11,48
274,1995,11,48
275,1996,11,48
276,1997,11,48
277,1998,11,48
278,1999,11,48
279,2000,11,48
280,2001,11,48
281,2002,11,48
282,2003,11,48
283,2002,11,49
284,2003,11,49
285,1987,11,50
286,1988,11,50
287,1989,11,50
288,1990,11,50
289,1991,11,50
290,1992,11,50
291,1993,11,50
292,1994,11,50
293,1995,11,50
294,1996,11,50
295,1997,11,50
296,1998,11,50
297,1999,11,50
298,2000,11,50
299,2001,11,50
300,2002,11,50
301,2003,11,50
302,1980,12,51
303,1981,12,51
304,1982,12,51
305,1983,12,51
306,1984,12,51
307,1985,12,51
308,1986,12,51
309,1987,12,51
310,1988,12,51
311,1989,12,51
312,1990,12,51
313,1991,12,51
314,1992,12,51
315,1993,12,51
316,1994,12,51
317,2003,12,52
318,2003,13,53
319,1978,13,54
320,1979,13,54
321,1980,13,54
322,1981,13,54
323,1982,13,54
324,1983,13,54
325,1984,13,54
326,1985,13,54
327,1986,13,54
328,1987,13,54
329,1975,13,55
330,1976,13,55
331,1977,13,55
332,1978,13,55
333,1979,13,55
334,1980,13,55
335,1981,13,55
336,1982,13,55
337,1983,13,55
338,1984,13,55
339,1985,13,55
340,1986,13,55
341,1987,13,55
342,1988,13,55
343,1989,13,55
344,1979,13,56
345,1998,13,57
346,1999,13,57
347,2000,13,57
348,2001,13,57
349,2002,13,57
350,2003,13,57
351,1975,13,58
352,1976,13,58
353,1977,13,58
354,1978,13,58
355,1979,13,58
356,1975,13,59
357,1980,13,59
358,1981,13,59
359,1982,13,59
360,1983,13,59
361,1984,13,59
362,1985,13,59
363,1986,13,59
364,1987,13,59
365,1988,13,59
366,1989,13,59
367,1985,13,60
368,1986,13,60
369,1987,13,60
370,1988,13,60
371,1989,13,60
372,1980,13,61
373,1981,13,61
374,1982,13,61
375,1993,13,62
376,1994,13,62
377,1995,13,62
378,1998,13,62
379,1999,13,62
380,2000,13,62
381,2001,13,62
382,1996,13,62
383,1997,13,62
384,2002,13,62
385,2003,13,62
386,1991,13,63
387,1992,13,63
388,1993,13,63
389,1988,13,63
390,1987,13,63
391,1989,13,63
392,1990,13,63
393,1994,13,63
394,1990,13,64
395,1995,13,64
396,2000,13,64
397,1999,13,64
398,2001,13,64
399,2002,13,64
400,2003,13,64
401,1991,13,64
402,1992,13,64
403,1993,13,64
404,1994,13,64
405,1996,13,64
406,1997,13,64
407,1998,13,64
408,1990,13,65
409,1991,13,65
410,1992,13,65
411,1993,13,65
412,1994,13,65
414,2001,13,66
415,2002,13,66
416,2003,13,66
417,1986,13,67
418,1987,13,67
419,1988,13,67
420,1989,13,67
421,1994,13,68
422,1995,13,68
423,1996,13,68
424,1997,13,68
425,1992,13,68
426,1993,13,68
427,1977,13,69
428,1978,13,69
429,1979,13,69
430,1980,13,69
431,1981,13,69
432,1982,13,69
433,1983,13,69
434,1984,13,69
435,1985,13,69
436,1986,13,69
437,1987,13,69
438,1988,13,70
439,1989,13,70
440,1991,13,70
441,1985,13,70
442,1986,13,70
443,1987,13,70
444,1990,13,70
445,1975,14,71
446,1975,14,72
447,1975,14,73
448,1976,14,71
449,1976,14,72
450,1976,14,73
451,1977,14,71
452,1977,14,73
453,1978,14,71
454,1978,14,73
455,1979,14,71
456,1979,14,73
457,1980,14,71
458,1980,14,73
459,1980,14,74
460,1981,14,73
461,1981,14,74
462,1986,15,75
463,1987,15,75
464,1988,15,75
465,1988,15,76
466,1988,15,77
467,1988,15,78
468,1989,15,75
469,1989,15,76
470,1989,15,78
471,1990,15,79
472,1990,15,75
473,1991,15,79
474,1991,15,75
475,1991,16,80
476,1992,16,80
477,1993,16,80
478,1994,16,80
479,1995,16,80
480,1975,16,81
481,1976,16,81
482,1977,16,81
483,1981,16,82
484,1982,16,82
485,1983,16,82
486,1984,16,82
487,1985,16,82
488,1986,16,82
489,1987,16,83
490,1988,16,83
491,1989,16,83
492,1975,16,84
493,1976,16,84
494,1977,16,84
495,1978,16,84
496,1979,16,84
497,1980,16,84
498,1981,16,84
499,1982,16,84
500,1983,16,84
501,1984,16,84
502,1985,16,84
503,1986,16,84
504,1987,16,84
505,1988,16,84
506,1989,16,84
507,1990,16,84
508,1991,16,84
509,1992,16,84
510,1993,16,84
511,1994,16,84
512,1978,16,85
513,1979,16,85
514,1977,16,86
515,1978,16,86
516,1979,16,86
517,1975,17,87
518,1976,17,87
519,1977,17,87
520,1978,17,87
521,1979,17,87
522,1980,17,87
523,1981,17,87
524,1982,17,87
525,1999,18,88
526,2000,18,88
527,2001,18,88
528,2002,18,88
529,1999,18,89
530,2000,18,89
531,2001,18,89
532,2002,18,89
533,1999,18,90
534,2000,18,90
535,2001,18,90
536,2002,18,90
537,1988,19,91
538,1989,19,91
539,1990,19,91
540,1991,19,91
541,1992,19,91
542,1990,19,92
543,1991,19,92
544,1992,19,92
545,2000,20,93
546,2001,20,93
547,2002,20,93
548,2003,20,93
549,1982,20,94
550,1983,20,94
551,1984,20,94
552,1985,20,94
553,1986,20,94
554,1987,20,94
555,1988,20,94
556,1989,20,94
557,1990,20,94
558,1991,20,94
559,1992,20,94
560,1993,20,94
561,1994,20,94
562,1995,20,94
563,1996,20,94
564,1997,20,94
565,1998,20,94
566,1999,20,94
567,2000,20,94
568,2001,20,94
569,2002,20,94
570,2003,20,94
571,1975,20,95
572,1976,20,95
573,1977,20,95
574,1978,20,95
575,1979,20,95
576,1994,20,95
577,1995,20,95
578,1996,20,95
579,1975,20,96
580,1976,20,96
581,1977,20,96
582,1978,20,96
583,1979,20,96
584,1980,20,96
585,1981,20,96
586,1982,20,96
587,1983,20,96
588,1984,20,96
589,1985,20,96
590,1986,20,96
591,1987,20,96
592,1988,20,96
593,1989,20,96
594,1990,20,96
595,1991,20,96
596,1992,20,96
597,1993,20,96
598,1994,20,96
599,1995,20,96
600,1996,20,96
601,1997,20,96
602,1998,20,97
603,1999,20,97
604,2000,20,97
605,2001,20,97
606,2002,20,97
607,2003,20,97
608,1995,20,98
609,1996,20,98
610,1997,20,98
611,1998,20,98
612,1999,20,98
613,2000,20,98
614,2001,20,98
615,2002,20,98
616,2003,20,98
617,1993,20,99
618,1976,20,100
619,1977,20,100
620,1978,20,100
621,1979,20,100
622,1980,20,100
623,1981,20,100
624,1982,20,100
625,1983,20,100
626,1984,20,100
627,1985,20,100
628,1986,20,100
629,1987,20,100
630,1988,20,100
631,1989,20,100
632,1990,20,100
633,1991,20,100
634,1992,20,100
635,1993,20,100
636,1994,20,100
637,1995,20,100
638,1996,20,100
639,1997,20,101
640,1998,20,101
641,1999,20,101
642,2000,20,101
643,2001,20,101
644,2002,20,101
645,2003,20,101
646,2000,20,102
647,2001,20,102
648,2002,20,102
649,2003,20,102
650,2002,20,103
651,2003,20,103
652,2001,21,104
653,2002,21,104
654,2003,21,104
655,2001,21,105
656,2002,21,105
657,2003,21,105
658,2002,21,106
659,2003,21,106
661,1994,21,107
662,1995,21,107
663,1996,21,107
664,1997,21,107
665,1998,21,107
666,1999,21,107
667,2000,21,107
668,2001,21,107
669,2003,21,108
670,2000,21,109
671,2001,21,109
672,2002,21,109
673,2003,21,109
674,1995,21,110
675,1996,21,110
676,1997,21,110
677,1998,21,110
678,1999,21,110
679,2000,21,110
680,2001,21,110
681,2002,21,110
682,1975,22,111
683,1975,22,112
689,1983,23,115
690,1984,23,115
691,1985,23,115
692,1986,23,115
693,1987,23,115
694,1984,23,116
695,1985,23,116
696,1986,23,116
697,1982,23,117
698,1983,23,117
699,1984,23,117
700,1985,23,117
701,1977,23,118
702,1978,23,118
703,1979,23,118
704,1980,23,118
705,1981,23,118
706,1982,23,118
707,1983,23,118
708,1975,23,119
709,1976,23,119
710,1977,23,119
711,1975,23,120
712,1976,23,120
713,1975,23,121
714,1976,23,121
715,1977,23,121
716,1978,23,121
717,1979,23,121
718,1981,23,122
719,1982,23,122
720,1983,23,122
721,1984,23,122
722,1985,23,122
723,1986,23,122
724,1976,23,123
725,1993,24,124
726,1985,24,125
727,1975,24,125
728,1976,24,125
729,1977,24,125
730,1978,24,125
731,1979,24,125
732,1980,24,125
733,1981,24,125
734,1982,24,125
735,1983,24,125
736,1984,24,125
737,1986,24,125
738,1987,24,125
739,1988,24,125
740,1989,24,125
741,1989,25,126
742,1990,25,126
743,1991,25,126
744,1992,25,126
745,1993,25,126
746,1994,25,126
747,1995,25,126
748,1996,25,126
749,1997,25,126
750,1998,25,126
751,1999,25,126
752,2000,25,126
753,2001,25,126
767,1975,27,80
768,1990,27,129
769,1991,27,129
770,1992,27,129
771,1993,27,129
772,1980,27,130
773,1981,27,130
774,1982,27,130
775,1983,27,130
776,1984,27,130
777,1975,27,130
778,1979,27,131
779,1980,27,131
780,1981,27,131
781,1982,27,131
782,1983,27,131
783,1984,27,131
784,1985,27,131
785,1986,27,131
786,1987,27,131
787,1988,27,131
788,1989,27,131
789,1975,27,131
790,1984,27,132
791,1985,27,132
792,1979,27,132
793,1980,27,132
794,1981,27,132
795,1982,27,132
796,1983,27,132
797,1986,27,132
798,1987,27,132
799,1988,27,132
800,1989,27,132
801,1978,27,133
802,1979,27,133
803,1976,27,133
804,1981,27,133
805,1976,27,134
806,1977,27,134
807,1978,27,134
808,1979,27,134
809,1980,27,134
810,1981,27,134
811,1982,27,134
812,1977,27,135
813,1978,27,135
814,1979,27,135
815,1980,27,135
816,1981,27,135
817,1989,27,136
818,1990,27,136
819,1991,27,136
820,1992,27,136
821,1985,27,136
822,1986,27,136
823,1987,27,136
824,1988,27,136
825,1985,27,137
826,1985,27,138
827,1989,27,138
828,1990,27,138
829,1983,27,138
830,1984,27,138
831,1986,27,138
832,1987,27,138
833,1988,27,138
834,1987,27,139
835,1988,27,139
836,1989,27,139
837,1990,27,139
838,1991,27,139
839,1994,27,140
840,1995,27,140
841,1996,27,140
842,1997,27,140
843,1993,27,140
844,1993,27,141
845,1994,27,141
846,1995,27,141
847,1991,27,141
848,1992,27,141
849,1992,27,142
850,1993,27,142
851,1994,27,142
852,1995,27,142
853,1996,27,142
854,1997,27,142
855,1998,27,143
856,1999,27,143
857,2000,27,143
858,2001,27,143
859,2002,27,143
860,2003,27,143
861,2000,27,144
862,2001,27,144
863,2002,27,144
864,2003,27,144
865,2001,27,145
866,2002,27,145
867,2003,27,145
868,1999,27,146
869,2000,27,146
870,1998,27,146
871,1999,27,147
872,2000,27,147
873,2001,27,147
874,2002,27,147
875,2003,27,147
876,1998,27,148
877,2000,27,149
878,2001,27,149
879,2002,27,149
880,2003,27,149
881,2001,27,150
882,2003,27,150
883,1998,27,150
884,1999,27,150
885,2002,27,150
886,2000,27,150
887,1998,27,151
888,2003,27,152
889,2003,27,153
890,1975,28,154
891,1976,28,154
892,1977,28,154
893,1977,28,155
894,1978,28,154
895,1978,28,155
896,1979,28,154
897,1979,28,155
898,1980,28,154
899,1980,28,156
900,1980,28,155
901,1981,28,154
902,1981,28,156
903,1982,28,154
904,1982,28,156
905,1982,28,155
906,1983,28,154
907,1983,28,156
908,1983,28,155
909,1984,28,156
910,1984,28,155
911,1985,28,156
912,1986,28,156
913,1987,28,156
914,1988,28,156
915,1989,28,157
916,1989,28,156
917,1990,28,157
918,1990,28,156
919,1991,28,157
920,1991,28,156
921,2003,29,158
922,1999,30,159
923,2000,30,159
924,1975,31,160
925,1976,31,160
926,1975,31,161
927,1976,31,161
928,1984,31,162
929,1985,31,162
930,1991,31,162
931,1992,31,162
932,1993,31,162
933,1994,31,162
934,1995,31,162
935,1996,31,162
936,1997,31,162
937,1998,31,162
938,1991,31,163
939,1992,31,163
940,1993,31,163
941,1994,31,163
942,1995,31,163
943,1996,31,163
944,1997,31,163
945,1995,31,164
946,1996,31,164
947,1997,31,164
948,1998,31,164
949,1999,31,164
950,1977,31,165
951,1978,31,165
952,1979,31,165
953,1980,31,165
954,1981,31,165
955,1982,31,165
956,1983,31,165
957,2000,31,166
958,1999,31,167
959,2000,31,167
960,1998,31,167
961,1998,31,168
962,1999,31,168
964,1987,31,169
965,1988,31,169
966,2001,31,170
967,2002,31,170
968,2003,31,170
969,1984,31,171
970,1985,31,171
971,1986,31,171
972,1987,31,171
975,1987,31,173
976,1988,31,173
977,1989,31,173
978,1990,31,173
979,1991,31,173
980,1992,31,173
981,1993,31,173
982,1994,31,173
983,1995,31,173
984,2001,31,173
985,2002,31,173
986,2003,31,173
987,1987,31,174
988,1988,31,174
989,1989,31,174
990,1990,31,174
991,1991,31,174
992,1992,31,174
993,1993,31,174
994,1994,31,174
995,1995,31,174
996,1988,31,175
997,1989,31,175
998,1990,31,175
999,1991,31,175
1000,2001,31,176
1001,2002,31,176
1002,2003,31,176
1003,2000,31,177
1004,1996,31,178
1005,1997,31,178
1006,1998,31,178
1007,1999,31,178
1008,2000,31,178
1009,1996,31,179
1010,1997,31,179
1011,1998,31,179
1012,1999,31,179
1013,2001,31,180
1014,2002,31,180
1015,2003,31,180
1016,2001,31,181
1017,2002,31,181
1018,2003,31,181
1019,2001,31,182
1020,2002,31,182
1021,2003,31,182
1022,1985,31,183
1023,1986,31,183
1024,1989,31,184
1025,1990,31,184
1026,1991,31,184
1027,1992,31,184
1028,1993,31,184
1029,1994,31,184
1030,1995,31,184
1031,2001,31,184
1032,2002,31,184
1033,2003,31,184
1034,1982,31,185
1035,1983,31,185
1036,1984,31,185
1037,1985,31,185
1038,1986,31,185
1039,1987,31,185
1040,1988,31,185
1041,1979,31,186
1042,1980,31,186
1043,1981,31,186
1044,1997,31,186
1045,1998,31,186
1046,1999,31,186
1047,2000,31,186
1048,1975,31,187
1049,1976,31,187
1050,1977,31,187
1051,1978,31,187
1052,1994,31,187
1053,1995,31,187
1054,2001,31,187
1055,2002,31,187
1056,2003,31,187
1057,1983,31,188
1058,1984,31,188
1059,1985,31,189
1060,1986,31,189
1061,1987,31,189
1062,1988,31,189
1063,1989,31,189
1064,1990,31,189
1065,1991,31,189
1066,1992,31,189
1067,1993,31,189
1069,1988,31,190
1070,1994,31,191
1071,1995,31,191
1072,1997,31,191
1073,1998,31,191
1074,1999,31,191
1075,2000,31,191
1076,2001,31,191
1077,2002,31,191
1078,2003,31,191
1079,1977,31,192
1080,1978,31,193
1081,1979,31,193
1082,1980,31,193
1083,1981,31,193
1084,1982,31,193
1085,1983,31,193
1086,1984,31,193
1087,1985,31,194
1088,1986,31,194
1089,1987,31,194
1090,1988,31,194
1091,1989,31,194
1092,1978,31,195
1093,1979,31,195
1094,1980,31,195
1095,1981,31,195
1096,1982,31,195
1097,1983,31,195
1098,1984,31,195
1099,1985,31,196
1100,1986,31,196
1101,1987,31,196
1102,1988,31,196
1103,1989,31,196
1104,1990,31,196
1105,1991,31,196
1106,1992,31,196
1107,1988,31,197
1108,1989,31,197
1109,1990,31,197
1110,1991,31,197
1111,1992,31,197
1112,1993,31,198
1113,1994,31,198
1114,1995,31,198
1115,1997,31,198
1116,1998,31,198
1117,1999,31,198
1118,2000,31,198
1119,2001,31,198
1120,1993,31,199
1121,1994,31,199
1122,1995,31,199
1123,1996,31,199
1124,1997,31,199
1125,1998,31,199
1126,1999,31,199
1127,2000,31,199
1128,2001,31,199
1129,2002,31,200
1130,2003,31,200
1131,2002,31,201
1132,2003,31,201
1133,1988,31,202
1134,1989,31,202
1135,1990,31,202
1136,1991,31,202
1137,1992,31,202
1138,1993,31,202
1139,1994,31,202
1140,1995,31,202
1141,1996,31,202
1142,1997,31,202
1143,1998,31,202
1144,1999,31,202
1145,2000,31,202
1146,2001,31,202
1147,2003,31,203
1148,1995,31,204
1149,1996,31,204
1150,1997,31,204
1151,1993,31,205
1152,1994,31,205
1153,1995,31,205
1154,1996,31,205
1155,1997,31,205
1156,1994,31,206
1157,1995,31,206
1158,1991,31,207
1159,1992,31,207
1160,1987,31,208
1161,1986,31,209
1162,1987,31,209
1163,1988,31,210
1164,1989,31,210
1165,1990,31,210
1166,1991,31,210
1167,1995,31,210
1168,1996,31,210
1169,1997,31,210
1170,1998,31,210
1171,1999,31,210
1172,2001,31,210
1173,2002,31,210
1174,2003,31,210
1175,1988,31,211
1176,1991,31,211
1177,1992,31,211
1178,1993,31,211
1179,2000,31,211
1180,2001,31,211
1181,2002,31,211
1182,2003,31,211
1183,1987,31,212
1184,1988,31,212
1185,2000,31,213
1186,2001,31,213
1187,2002,31,213
1188,2003,31,213
1189,1996,31,214
1190,1997,31,214
1191,1998,31,214
1192,1999,31,214
1193,2000,31,214
1194,2001,31,214
1195,2002,31,214
1196,2003,31,215
1197,2000,31,216
1198,2001,31,216
1199,2002,31,216
1201,2002,32,218
1202,2003,32,218
1203,1984,33,38
1204,1985,33,38
1205,1986,33,38
1206,1987,33,38
1207,1988,33,38
1208,1989,33,38
1210,1976,12,52
1212,1977,12,52
1214,1978,12,52
1216,1979,12,52
1217,1980,12,52
1218,1981,12,52
1219,1982,12,52
1220,1983,12,52
1221,1984,12,52
1222,1985,12,52
1223,1986,12,52
1224,1987,12,52
1225,1988,12,52
1226,1989,12,52
1227,1990,12,52
1228,1991,12,52
1229,1992,12,52
1230,1993,12,52
1231,1994,12,52
1233,1995,12,52
1235,1996,12,52
1236,2001,34,219
1237,2002,34,219
1238,1981,35,220
1239,1982,35,220
1240,1983,35,220
1243,1999,36,221
1244,2000,36,221
1245,2001,36,222
1246,2002,36,222
1247,2003,36,222
1248,1989,37,223
1249,1990,37,223
1250,1991,37,223
1251,1992,37,223
1252,1993,37,223
1253,1994,37,223
1254,1998,37,223
1255,1999,37,223
1256,2000,37,223
1257,2003,37,224
1258,2002,37,225
1259,2003,37,225
1260,1996,37,226
1261,1997,37,226
1262,1998,37,226
1263,1999,37,226
1264,2000,37,226
1265,1981,37,227
1266,1982,37,227
1267,1983,37,227
1268,1984,37,227
1269,1986,37,227
1270,1987,37,227
1271,1985,37,227
1272,1989,37,227
1273,1988,37,227
1274,1983,37,228
1275,1984,37,228
1276,1985,37,228
1277,1986,37,228
1278,1987,37,228
1279,1988,37,228
1280,1989,37,228
1281,1990,37,228
1282,1991,37,228
1283,1992,37,228
1284,1996,37,229
1285,1997,37,229
1286,1998,37,229
1287,1999,37,229
1288,1987,37,230
1289,1981,37,230
1290,1982,37,230
1291,1983,37,230
1292,1984,37,230
1293,1985,37,230
1294,1986,37,230
1295,1990,37,230
1296,1991,37,230
1297,1992,37,230
1298,1993,37,230
1299,1994,37,230
1300,1995,37,230
1301,1988,37,230
1302,1989,37,230
1303,1991,37,231
1304,1992,37,231
1305,1993,37,231
1306,1994,37,231
1307,1995,37,231
1308,1996,37,231
1309,1997,37,231
1310,1998,37,231
1311,1999,37,231
1312,2000,37,231
1313,2001,37,231
1314,2002,37,231
1315,2003,37,231
1316,2001,37,232
1317,2002,37,232
1318,2003,37,232
1319,1992,37,233
1320,1991,37,233
1321,1993,37,233
1322,1984,37,234
1323,1985,37,234
1324,1986,37,234
1325,1987,37,234
1326,1988,37,234
1327,1989,37,234
1328,1990,37,234
1329,1991,37,234
1330,2000,37,234
1331,2001,37,234
1332,2002,37,234
1333,1998,37,234
1334,1999,37,234
1335,1992,37,234
1336,1993,37,234
1337,1994,37,234
1338,1995,37,234
1339,1997,37,234
1340,1996,37,234
1341,1999,37,235
1342,2000,37,235
1343,2001,37,235
1344,1975,38,236
1345,1976,38,236
1350,1981,38,236
1351,1982,38,236
1352,1983,38,236
1353,1984,38,236
1354,1985,38,236
1355,1986,38,236
1356,1987,38,236
1357,1988,38,236
1358,1989,38,236
1359,1990,38,237
1360,1991,38,237
1361,1992,38,237
1362,1993,38,237
1363,1994,38,237
1364,1995,38,237
1365,1996,38,237
1366,1997,38,237
1367,1998,38,237
1368,1999,38,237
1369,2000,38,237
1370,2001,38,237
1371,1975,38,238
1372,1976,38,238
1373,1977,38,238
1374,1978,38,238
1375,1982,38,239
1376,1983,38,239
1377,1984,38,239
1378,1985,38,239
1379,1986,38,239
1380,1987,38,239
1381,1988,38,239
1382,1975,38,240
1383,1976,38,240
1387,2003,38,242
1388,1975,38,243
1389,1976,38,243
1407,1976,27,130
1408,1977,27,130
1409,1978,27,130
1410,1979,27,130
1411,1976,27,131
1412,1977,27,131
1413,1978,27,131
1414,1975,27,132
1415,1976,27,132
1416,1977,27,132
1417,1978,27,132
1418,1980,27,133
1419,1976,27,135
1420,1999,39,246
1421,2000,39,246
1422,2001,39,246
1423,2002,39,246
1424,2003,39,246
1425,2000,39,247
1426,1998,39,247
1427,1999,39,247
1428,1995,39,247
1429,1996,39,247
1430,1997,39,247
1431,1993,39,248
1432,1994,39,248
1433,1995,39,248
1434,1998,39,248
1435,1999,39,248
1436,2000,39,248
1437,2001,39,248
1438,1996,39,248
1439,1997,39,248
1440,2002,39,248
1441,2003,39,248
1442,1987,39,249
1443,1988,39,249
1444,1989,39,249
1445,1979,39,250
1446,1980,39,250
1447,1975,39,250
1448,1976,39,250
1449,1977,39,250
1450,1978,39,250
1451,1981,39,250
1452,1982,39,250
1453,1983,39,250
1454,1983,39,251
1455,1984,39,251
1458,1985,39,252
1459,1983,39,253
1460,1984,39,253
1461,1983,39,254
1462,1984,39,254
1463,1985,39,254
1464,1986,39,254
1465,1987,39,254
1466,1988,39,254
1467,1989,39,254
1468,2000,39,255
1469,1981,39,256
1470,1982,39,256
1471,1983,39,256
1472,1990,39,256
1473,1991,39,256
1474,1992,39,256
1475,1993,39,256
1476,1975,39,256
1477,1994,39,257
1478,1995,39,257
1479,1996,39,257
1480,1997,39,257
1481,1999,39,257
1482,2000,39,257
1483,2001,39,257
1484,1984,39,258
1485,1985,39,258
1486,1986,39,258
1487,1977,39,259
1488,1978,39,259
1489,1979,39,259
1490,1980,39,259
1491,1981,39,259
1492,1982,39,259
1493,1983,39,259
1494,1984,39,259
1495,1985,39,259
1496,1986,39,259
1497,1987,39,259
1498,1988,39,259
1499,1989,39,259
1500,1990,39,259
1501,1991,39,259
1502,1992,39,259
1503,1993,39,259
1504,1994,39,259
1505,1995,39,259
1506,1979,39,260
1507,1980,39,260
1508,1981,39,260
1509,1982,39,260
1510,1983,39,260
1511,1984,39,260
1512,1985,39,260
1513,1986,39,260
1514,1987,39,260
1515,1988,39,260
1516,1989,39,260
1517,1990,39,260
1518,1991,39,260
1519,1992,39,260
1520,1993,39,260
1521,1994,39,260
1522,1995,39,260
1523,1996,39,260
1524,1975,39,260
1525,1976,39,260
1526,1977,39,260
1527,1978,39,260
1528,1975,39,261
1529,1976,39,261
1530,1977,39,261
1531,1978,39,261
1532,1979,39,261
1533,1980,39,261
1534,1981,39,261
1535,2001,39,262
1536,2002,39,262
1537,2003,39,262
1538,2002,39,263
1539,2002,39,264
1540,2003,39,264
1541,2001,39,264
1542,1996,39,264
1543,1997,39,264
1544,1998,39,264
1545,1999,39,264
1546,2000,39,264
1547,1995,39,264
1548,1989,39,265
1549,1990,39,265
1550,1991,39,265
1551,1975,39,266
1552,1976,39,266
1553,1977,39,266
1554,1978,39,266
1555,1979,39,266
1556,1980,39,266
